year,type,total_seats,spa_seats,spa_vote_pct,admk_plus_seats,admk_plus_vote_pct,tvk_seats,tvk_vote_pct,ntk_seats,ntk_vote_pct,others_seats,others_vote_pct
2024,Lok Sabha,39,39,42.12,0,34.08,0,0,0,5.24,0,18.56
